score id,student id
828,2100004337
829,2100005112
830,2100011740
831,2100011740
832,2100009840
833,2100004998
834,2100010315
835,2100005858
836,2100010779
837,2100011992
838,2100012066
839,2100004923
840,2100012291
841,2100005113
842,2000004900
843,2100010687
844,2100006019
845,2000001001
846,2100006053
847,2100008107
848,2100004750
849,2100008178
850,2100007107
851,2100004330
852,2100009299
853,2100002440
854,2100012040
855,2100012116
856,2100011741
857,2100009421
858,2100008134
859,2100011852
860,2100005112
861,2100002375
862,2100011230
863,2100006970
864,2100008035
865,2100010440
866,2100003991
867,2100003025
868,2100002891
869,2100004703
870,2000006633
871,2100006642
872,2100012040
873,2100012291
874,2100004330
875,2100008035
876,2100011310
877,2100005112
878,2100008107
879,2100010440
880,2100006019
881,2100009299
882,2100011852
883,2100011992
884,2100004451
885,2100010779
886,2100004998
887,2100009025
888,2100003779
889,2100011740
890,2100004750
891,2100002939
892,2100002099
893,2100009490
894,2100008178
895,2100009840
896,2100004337
897,2100002891
898,2100005423
899,2100005858
900,2100003025
901,2100008134
902,2100010315
903,2100004816
904,2100005686
905,2100009421
906,2100006970
907,2000005302
908,2000006018
909,2011549746
910,2000003678
911,2000000558
912,2000004220
913,2000004070
914,2000005824
915,2000003649
916,2000003418
917,2000006161
918,2000004701
919,2000002380
920,2000003979
921,2000002441
922,2000001008
923,2000003127
924,2000001452
925,2000002672
926,2000001001
927,2000003434
928,2000003074
929,2000003076
930,2000002449
931,2000004154
932,2000004387
933,2000004457
934,2000002725
935,2000000998
936,2000003308
937,2000000740
938,2000004900
939,2000002097
940,2000001530
941,2000000050
942,2000002664
943,2000002665
944,2000002677
945,2000004394
946,2000003640
947,2000005153
948,2000003730
949,2000003645
950,2000002779
951,2000004110
952,2000004968
953,2000004278
954,2000004365
955,2000005479
956,2000006638
957,2000002514
958,2011549832
959,2011551765
960,2000002924
961,2000006345
