student id,course id
2000001008,100107627401
2000004387,100107627401
2000000998,100107627401
2000002380,100107627401
2000003127,100107627401
2011549746,100107627401
2000004220,100107627401
2000005302,100107627401
2000006161,100107627401
2000003074,100107627401
2000004701,100107627401
2000001001,100107627401
2000006018,100107627401
2000005824,100107627401
2000003434,100107627401
2000000558,100107627401
2000001452,100107627401
2000002441,100107627401
2000003649,100107627401
2000004457,100107627401
2000003076,100107627401
2000003418,100107627401
2000003979,100107627401
2000002449,100107627401
2000004154,100107627401
2000004070,100107627401
2000002672,100107627401
2000003678,100107627401
2000002725,100107627401
2000004968,100107627402
2000004900,100107627402
2000005153,100107627402
2011549832,100107627402
2000006638,100107627402
2000002665,100107627402
2000002514,100107627402
2000004110,100107627402
2000005479,100107627402
2000004278,100107627402
2000002677,100107627402
2000002779,100107627402
2000004365,100107627402
2000003640,100107627402
2000006345,100107627402
2000001530,100107627402
2000002924,100107627402
2000003730,100107627402
2000003645,100107627402
2000002097,100107627402
2011551765,100107627402
2000004394,100107627402
2000003308,100107627402
2000000050,100107627402
2000002664,100107627402
2000000740,100107627402
2200002193,100107464803
2200002160,100107464803
2200008171,100107464803
2200003659,100107464803
2200001108,100107464803
2200007177,100107464803
2100004235,100107464803
2200009428,100107464803
2200002592,100107464803
2200003109,100107464803
2200004209,100107464803
2200000327,100107464803
2200005098,100107464803
2200003906,100107464803
2200005193,100107464803
2200001483,100107464803
2200006122,100107464803
2200002333,100107464803
2200007079,100107464803
2200011240,100107464803
2200011643,100107464803
2200010487,100107464803
2200004831,100107464803
2200006748,100107464803
2200007265,100107464803
2200009571,100107464803
2200009501,100107464803
2200010286,100107464803
2200005824,100107464803
2200009261,100107464803
2200006124,100107464803
2200005842,100107464803
2200002925,100107464803
2200010174,100107464803
2200011295,100107464803
2000004968,100107462901
2000000998,100107462901
1911547275,100107462901
2000005153,100107462901
1911549123,100107462901
2000002665,100107462901
2000005479,100107462901
2000001001,100107462901
2000006633,100107462901
2000003434,100107462901
2000004278,100107462901
2000000558,100107462901
2100004923,100107462901
2000001452,100107462901
2000004897,100107462901
2000002441,100107462901
2000004365,100107462901
2000003649,100107462901
2000003076,100107462901
1911547710,100107462901
2000001530,100107462901
1900007763,100107462901
1911549027,100107462901
1900009380,100107462901
1900007549,100107462901
2000004070,100107462901
2000003678,100107462901
2000003308,100107462901
