student id,course id,total sessions,excused absense,unexcused absense,absent class period,total class periods,absenteeism rate
2200006775,100107470502,4,0,3,3,75,1.3
2200000318,100107470502,4,3,0,3,75,1.3
2200002238,100107470502,4,0,0,0,75,0.0
2200002340,100107470502,4,0,0,0,75,0.0
2200002824,100107470502,4,0,0,0,75,0.0
2200002540,100107470502,4,0,0,0,75,0.0
2200002438,100107470502,4,0,0,0,75,0.0
2100011754,100107471601,6,0,12,12,60,5.0
2100010687,100107471601,6,0,8,8,60,3.3
2100003547,100107471601,6,0,4,4,60,1.7
2100006037,100107471601,6,0,8,8,60,3.3
2100005858,100107471601,6,0,0,0,60,0.0
2100006642,100107471601,6,0,0,0,60,0.0
2100009011,100107471601,6,0,0,0,60,0.0
2100007916,100107471601,6,0,8,8,60,3.3
2100006970,100107471601,6,0,4,4,60,1.7
2100010440,100107471601,6,0,0,0,60,0.0
2100010263,100107471601,6,0,0,0,60,0.0
2100012066,100107471601,6,0,8,8,60,3.3
1900008106,100107471601,6,0,0,0,60,0.0
2100005013,100107471601,6,0,8,8,60,3.3
2100004337,100107471601,6,0,4,4,60,1.7
2100002939,100107471601,6,0,4,4,60,1.7
2100003991,100107471601,6,0,12,12,60,5.0
2100004703,100107471601,6,0,4,4,60,1.7
2100005423,100107471601,6,0,4,4,60,1.7
2100003779,100107471601,6,0,4,4,60,1.7
2100003936,100107471601,6,0,8,8,60,3.3
2100005569,100107471602,6,0,4,4,60,1.7
2100008134,100107471602,6,0,0,0,60,0.0
2100008035,100107471602,6,0,0,0,60,0.0
2100012291,100107471602,6,0,0,0,60,0.0
2100010315,100107471602,6,0,0,0,60,0.0
2100009840,100107471602,6,0,0,0,60,0.0
2100006285,100107471602,6,0,4,4,60,1.7
2100012040,100107471602,6,0,0,0,60,0.0
2100005929,100107471602,6,0,0,0,60,0.0
2100011740,100107471602,6,0,0,0,60,0.0
2100005686,100107471602,6,0,0,0,60,0.0
2100006443,100107471602,6,0,8,8,60,3.3
2100008107,100107471602,6,0,0,0,60,0.0
2100009490,100107471602,6,0,0,0,60,0.0
2100009421,100107471602,6,0,0,0,60,0.0
2100008178,100107471602,6,0,0,0,60,0.0
2100004426,100107471602,6,0,4,4,60,1.7
2100005011,100107471602,6,0,8,8,60,3.3
2100004729,100107471602,6,0,0,0,60,0.0
2100003978,100107471602,6,0,0,0,60,0.0
2100002892,100107471602,6,0,0,0,60,0.0
2100003979,100107471602,6,0,8,8,60,3.3
2100002099,100107471602,6,0,0,0,60,0.0
2100003025,100107471602,6,0,0,0,60,0.0
2100003284,100107471602,6,0,0,0,60,0.0
2100002891,100107471602,6,0,0,0,60,0.0
2100004816,100107471602,6,0,4,4,60,1.7
2100011741,100107471603,6,0,4,4,60,1.7
2100002240,100107471603,6,0,0,0,60,0.0
2100011852,100107471603,6,0,0,0,60,0.0
2100006019,100107471603,6,0,4,4,60,1.7
2100006053,100107471603,6,0,20,20,60,8.3
2100011848,100107471603,6,0,20,20,60,8.3
2100005112,100107471603,6,0,0,0,60,0.0
2100005113,100107471603,6,0,20,20,60,8.3
2100002440,100107471603,6,0,0,0,60,0.0
2100004750,100107471603,6,0,0,0,60,0.0
2100004923,100107471603,6,0,4,4,60,1.7
2100004330,100107471603,6,0,4,4,60,1.7
2100011992,100107471603,6,0,0,0,60,0.0
2000004070,100107471603,6,0,4,4,60,1.7
2100007107,100107471603,6,0,4,4,60,1.7
2100002375,100107471603,6,0,4,4,60,1.7
